primaryName,startYear,genre,n
Mark Hamill,2009,News,1
Mark Hamill,2009,Reality-TV,1
Mark Hamill,2010,Action,27
Mark Hamill,2010,Adventure,4
Mark Hamill,2010,Animation,3
Mark Hamill,2010,Comedy,1
Mark Hamill,2010,Documentary,1
Mark Hamill,2011,Action,36
Mark Hamill,2011,Animation,3
Mark Hamill,2011,Documentary,1
Mark Hamill,2012,Action,38
Mark Hamill,2012,Adventure,2
Mark Hamill,2012,Animation,12
Mark Hamill,2012,Biography,1
Mark Hamill,2012,Family,1
Mark Hamill,2013,Action,27
Mark Hamill,2013,Animation,5
Mark Hamill,2013,Comedy,1
Mark Hamill,2013,Documentary,1
Mark Hamill,2013,Short,2
Mark Hamill,2013,Talk-Show,2
Mark Hamill,2014,Action,27
Mark Hamill,2014,Animation,2
Mark Hamill,2014,Comedy,1
Mark Hamill,2015,Action,23
Mark Hamill,2015,Biography,1
Mark Hamill,2015,Comedy,1
Mark Hamill,2015,Documentary,1
Mark Hamill,2015,News,1
Mark Hamill,2015,Reality-TV,1
Mark Hamill,2015,Sci-Fi,1
Mark Hamill,2015,Short,2
Mark Hamill,2016,Action,53
Mark Hamill,2016,Adventure,1
Mark Hamill,2016,Comedy,1
Mark Hamill,2016,Documentary,10
Mark Hamill,2016,News,1
Mark Hamill,2016,Reality-TV,1
Mark Hamill,2016,Sci-Fi,1
Mark Hamill,2016,Short,1
Mark Hamill,2017,Action,17
Mark Hamill,2017,Adventure,2
Mark Hamill,2017,Comedy,9
Mark Hamill,2017,Documentary,4
Mark Hamill,2017,Family,1
Mark Hamill,2017,News,11
Mark Hamill,2017,Reality-TV,2
Mark Hamill,2017,Short,3
Mark Hamill,2017,Talk-Show,1
Mark Hamill,2018,Action,20
Mark Hamill,2018,Adventure,5
Mark Hamill,2018,Animation,12
Mark Hamill,2018,Comedy,1
Mark Hamill,2018,Crime,1
Mark Hamill,2018,News,2
Mark Hamill,2018,Talk-Show,1
Mark Hamill,2019,Action,3
Mark Hamill,2019,Adventure,5
Mark Hamill,2019,Animation,3
Mark Hamill,2019,Comedy,2
Mark Hamill,2019,Horror,1
Mark Hamill,2019,News,2
Mark Hamill,2019,Short,1
Mark Hamill,2019,Talk-Show,1
Peter Mayhew,1980,Comedy,1
Peter Mayhew,1980,Documentary,1
Peter Mayhew,1981,Adventure,5
Peter Mayhew,1985,Comedy,1
Peter Mayhew,1998,Music,1
Peter Mayhew,2000,Documentary,1
Peter Mayhew,2004,Documentary,1
Peter Mayhew,2005,Talk-Show,1
Peter Mayhew,2006,Sci-Fi,1
Peter Mayhew,2008,Comedy,3
Peter Mayhew,2008,Documentary,1
Peter Mayhew,2010,Documentary,1
Peter Mayhew,2011,Action,1
Peter Mayhew,2012,Comedy,1
Peter Mayhew,2013,Comedy,2
Peter Mayhew,2015,Comedy,2
Peter Mayhew,2016,Documentary,2
Peter Mayhew,2016,Horror,1
Peter Mayhew,2017,Talk-Show,1
Peter Mayhew,2019,News,2
Peter Mayhew,2019,Talk-Show,1
Phil Brown,1942,Comedy,1
Phil Brown,1942,Crime,1
Phil Brown,1942,Documentary,1
Phil Brown,1942,Drama,1
Phil Brown,1945,Horror,1
Phil Brown,1949,Crime,1
Phil Brown,1951,Drama,1
Phil Brown,1952,Comedy,5
Phil Brown,1953,Drama,1
Phil Brown,1954,Crime,2
Phil Brown,1954,Drama,1
Phil Brown,1955,Crime,4
Phil Brown,1955,Drama,1
Phil Brown,1956,Comedy,5
Phil Brown,1956,Crime,2
Phil Brown,1957,Adventure,2
Phil Brown,1957,Comedy,3
Phil Brown,1957,Drama,3
Phil Brown,1958,Comedy,2
Phil Brown,1958,Crime,2
Phil Brown,1958,Drama,2
Phil Brown,1959,Crime,1
Phil Brown,1959,Drama,3
Phil Brown,1959,Sci-Fi,1
Phil Brown,1960,Crime,1
Phil Brown,1960,Drama,9
Phil Brown,1961,Crime,1
Phil Brown,1961,Drama,4
Phil Brown,1962,Drama,1
Phil Brown,1963,Crime,2
Phil Brown,1963,Drama,13
Phil Brown,1964,Drama,2
Phil Brown,1965,Comedy,1
Phil Brown,1966,Crime,3
Phil Brown,1966,Drama,1
Phil Brown,1969,Horror,1
Phil Brown,1978,Drama,5
Phil Brown,1979,Comedy,1
Phil Brown,1980,Biography,1
Phil Brown,2001,Documentary,1
Sebastian Shaw,1930,Drama,1
Sebastian Shaw,1933,Comedy,1
Sebastian Shaw,1933,Short,1
Sebastian Shaw,1934,Comedy,1
Sebastian Shaw,1934,Crime,1
Sebastian Shaw,1935,Adventure,1
Sebastian Shaw,1935,Comedy,2
Sebastian Shaw,1935,Crime,1
Sebastian Shaw,1936,Crime,1
Sebastian Shaw,1936,Drama,2
Sebastian Shaw,1937,Crime,1
Sebastian Shaw,1937,Drama,2
Sebastian Shaw,1937,Family,1
Sebastian Shaw,1939,Crime,1
Sebastian Shaw,1939,Drama,1
Sebastian Shaw,1939,Thriller,1
Sebastian Shaw,1940,Crime,2
Sebastian Shaw,1940,Mystery,1
Sebastian Shaw,1941,Mystery,1
Sebastian Shaw,1946,Drama,1
Sebastian Shaw,1947,Drama,4
Sebastian Shaw,1948,Drama,2
Sebastian Shaw,1949,Crime,1
Sebastian Shaw,1949,Drama,2
Sebastian Shaw,1953,Comedy,1
Sebastian Shaw,1953,Drama,2
Sebastian Shaw,1954,Drama,1
Sebastian Shaw,1955,Drama,1
Sebastian Shaw,1956,Drama,1
Sebastian Shaw,1957,Drama,3
Sebastian Shaw,1958,Drama,1
Sebastian Shaw,1959,Drama,1
Sebastian Shaw,1960,Drama,3
Sebastian Shaw,1960,Thriller,6
Sebastian Shaw,1964,Documentary,1
Sebastian Shaw,1965,Drama,2
Sebastian Shaw,1966,Drama,1
Sebastian Shaw,1966,Family,4
Sebastian Shaw,1972,Crime,1
Sebastian Shaw,1972,Drama,1
Sebastian Shaw,1975,Drama,1
Sebastian Shaw,1976,Crime,2
Sebastian Shaw,1976,Drama,1
Sebastian Shaw,1977,Drama,1
Sebastian Shaw,1978,Crime,1
Sebastian Shaw,1979,Adventure,1
Sebastian Shaw,1981,Documentary,1
Sebastian Shaw,1981,Drama,1
Sebastian Shaw,1982,Romance,1
Sebastian Shaw,1983,Drama,1
Sebastian Shaw,1987,Comedy,1
Sebastian Shaw,1987,Drama,1
Sebastian Shaw,1987,Short,1
Sebastian Shaw,1988,Documentary,1
Sebastian Shaw,1991,Horror,1
